Date,Open,High,Low,Close,Adj Close,Volume
2017-03-08,29.500000,29.900000,29.350000,29.549999,23.032728,1057700
2017-03-09,29.450001,29.900000,29.400000,29.549999,23.189682,1118000
2017-03-10,29.700001,30.200001,29.650000,30.150000,23.660538,1483200
2017-03-13,30.150000,30.650000,29.950001,30.400000,23.856730,1909100
2017-03-14,30.350000,30.830000,30.250000,30.549999,23.974443,1575700
2017-03-15,30.000000,30.379999,29.549999,30.100000,23.621302,1187700
2017-03-16,30.100000,30.400000,30.000000,30.200001,23.699776,1015000
2017-03-17,30.299999,30.700001,30.299999,30.600000,24.013680,1758200
2017-03-20,30.549999,31.150000,30.549999,30.600000,24.013680,946800
2017-03-21,30.750000,31.000000,30.150000,30.150000,23.660538,828100
2017-03-22,30.049999,30.500000,29.950001,30.299999,23.778250,843100
2017-03-23,30.400000,30.700001,30.200001,30.200001,23.699776,853900
2017-03-24,30.400000,30.980000,30.299999,30.850000,24.209873,1721900
2017-03-27,30.350000,30.950001,30.250000,30.799999,24.170631,1437200
2017-03-28,30.700001,30.750000,30.250000,30.549999,23.974443,1312500
2017-03-29,30.549999,31.000000,30.400000,30.950001,24.288345,1383500
2017-03-30,30.900000,31.250000,30.700001,31.150000,24.445299,1648900
2017-03-31,31.200001,31.600000,31.000000,31.450001,24.680727,1754100
2017-04-03,31.850000,32.099998,31.500000,31.850000,24.994633,2423800
2017-04-04,31.900000,32.049999,31.549999,31.549999,24.759201,1867000
2017-04-05,31.750000,31.799999,30.879999,31.000000,24.327583,1225900
2017-04-06,30.950001,31.000000,30.350000,30.799999,24.170631,932100
2017-04-07,30.700001,30.900000,30.250000,30.350000,23.817493,1099000
2017-04-10,30.549999,30.700001,30.100000,30.650000,24.052917,782500
2017-04-11,30.600000,30.850000,30.350000,30.700001,24.092155,712200
2017-04-12,30.549999,30.830000,30.100000,30.299999,23.778250,1122100
2017-04-13,30.350000,30.600000,29.950001,30.200001,23.699776,1097400
2017-04-17,30.450001,30.700001,30.299999,30.700001,24.092155,582600
2017-04-18,30.600000,30.700001,30.200001,30.500000,23.935205,630200
2017-04-19,30.549999,30.700001,30.230000,30.400000,23.856730,723200
2017-04-20,30.600000,31.450001,30.500000,30.950001,24.288345,1963300
2017-04-21,31.000000,31.200001,30.600000,30.900000,24.249109,986500
2017-04-24,31.200001,31.200001,30.450001,30.700001,24.092155,1428500
2017-04-25,30.850000,31.299999,30.850000,31.000000,24.327583,836500
2017-04-26,31.000000,31.400000,30.850000,31.200001,24.484539,1091800
2017-04-27,31.200001,31.250000,30.549999,30.700001,24.092155,773900
2017-04-28,30.700001,30.700001,30.000000,30.299999,23.778250,1368100
2017-05-01,30.450001,30.549999,29.700001,29.799999,23.385872,1273300
2017-05-02,29.750000,30.049999,29.580000,30.049999,23.582064,1054900
2017-05-03,29.850000,30.160000,29.750000,30.100000,23.621302,832000
2017-05-04,30.150000,30.150000,29.299999,29.400000,23.071966,1239900
2017-05-05,29.450001,29.629999,29.000000,29.100000,22.836538,1308000
2017-05-08,29.299999,29.370001,28.500000,28.799999,22.601110,1890200
2017-05-09,29.299999,30.100000,28.750000,28.900000,22.679588,3060200
2017-05-10,28.799999,28.900000,27.400000,27.950001,21.934063,2811300
2017-05-11,27.950001,28.049999,27.400000,27.500000,21.580921,1439800
2017-05-12,27.500000,27.500000,26.700001,26.900000,21.110069,2004600
2017-05-15,27.000000,27.000000,25.900000,26.450001,20.756924,2560900
2017-05-16,26.600000,26.850000,25.500000,25.750000,20.207592,2325900
2017-05-17,25.500000,25.600000,24.549999,24.600000,19.305117,1970900
2017-05-18,24.549999,24.750000,24.299999,24.500000,19.226641,1664500
2017-05-19,24.450001,25.549999,24.450001,25.299999,19.854448,2109900
2017-05-22,25.299999,25.600000,24.900000,25.000000,19.619019,1872200
2017-05-23,25.049999,25.299999,24.600000,24.650000,19.344353,1326800
2017-05-24,24.700001,24.700001,23.450001,23.500000,18.441877,3260900
2017-05-25,23.549999,23.850000,23.129999,23.400000,18.363403,2740200
2017-05-26,23.450001,25.200001,23.350000,24.700001,19.383593,3361300
2017-05-30,24.500000,24.600000,23.299999,23.350000,18.324165,2393300
2017-05-31,23.350000,23.549999,22.350000,22.500000,17.657114,3609200
2017-06-01,22.400000,23.799999,22.350000,23.450001,18.567690,2711000
2017-06-02,23.750000,24.850000,23.700001,24.799999,19.636614,4177900
2017-06-05,24.650000,25.580000,24.450001,25.000000,19.794977,3884400
2017-06-06,24.799999,25.049999,24.000000,24.400000,19.319897,3404200
2017-06-07,24.450001,24.799999,23.750000,23.750000,18.805227,2669700
2017-06-08,23.700001,23.850000,23.200001,23.650000,18.726049,1598400
2017-06-09,23.600000,23.799999,23.250000,23.299999,18.448915,1946600
2017-06-12,23.400000,23.750000,23.330000,23.500000,18.607275,1674100
2017-06-13,23.600000,24.400000,23.600000,24.250000,19.201126,1608700
2017-06-14,24.549999,24.600000,24.100000,24.200001,19.161535,1109500
2017-06-15,24.000000,24.260000,23.780001,24.049999,19.042765,841200
2017-06-16,23.950001,24.700001,23.750000,24.650000,19.517845,1856600
2017-06-19,24.700001,25.049999,24.620001,24.750000,19.597025,1700200
2017-06-20,24.549999,24.600000,23.250000,23.600000,18.686457,2579000
2017-06-21,23.549999,23.600000,22.600000,23.049999,18.250967,1970400
2017-06-22,22.850000,23.080000,22.150000,23.049999,18.250967,3216700
2017-06-23,23.100000,23.750000,22.500000,23.600000,18.686457,2376400
2017-06-26,23.500000,23.780001,23.250000,23.549999,18.646868,1595100
2017-06-27,23.600000,23.950001,23.200001,23.350000,18.488510,1159800
2017-06-28,23.500000,24.200001,23.500000,23.900000,18.923996,1399500
2017-06-29,23.900000,24.000000,23.299999,23.650000,18.726049,1035400
2017-06-30,23.700001,23.700001,22.650000,22.750000,18.013428,2173200
2017-07-03,22.900000,23.350000,22.799999,23.200001,18.369736,837100
2017-07-05,23.250000,23.600000,22.250000,22.450001,17.775887,1898400
2017-07-06,22.299999,22.299999,21.450001,21.650000,17.142452,2055900
2017-07-07,21.600000,22.250000,21.250000,21.950001,17.379990,1467400
2017-07-10,21.850000,22.000000,21.450001,21.500000,17.023676,1303600
2017-07-11,21.500000,22.400000,21.500000,22.299999,17.657114,1072700
2017-07-12,22.400000,22.400000,21.250000,21.400000,16.944498,1590500
2017-07-13,21.299999,22.299999,21.299999,22.150000,17.538347,976000
2017-07-14,22.100000,22.129999,21.780001,21.900000,17.340397,876500
2017-07-17,21.250000,21.250000,19.650000,19.700001,15.598439,6244500
2017-07-18,19.700001,20.500000,19.700001,20.100000,15.915159,3941600
2017-07-19,19.900000,20.450001,19.799999,19.850000,15.717209,3338900
2017-07-20,19.950001,21.030001,19.900000,20.600000,16.311062,2531800
2017-07-21,20.549999,20.850000,20.180000,20.350000,16.113110,1275900
2017-07-24,20.400000,20.799999,20.250000,20.500000,16.231876,1575800
2017-07-25,20.500000,21.000000,20.500000,20.850000,16.509012,1361200
2017-07-26,20.850000,21.200001,20.700001,21.049999,16.667368,1625200
2017-07-27,21.150000,21.150000,20.500000,20.700001,16.390242,1887900
2017-07-28,20.549999,20.750000,20.450001,20.500000,16.231876,1347600
2017-07-31,20.600000,20.700001,20.250000,20.400000,16.152699,1546300
2017-08-01,20.450001,20.900000,20.299999,20.799999,16.469418,2154100
2017-08-02,15.800000,16.049999,15.150000,15.200000,12.035344,16902600
2017-08-03,15.200000,15.250000,14.800000,15.100000,11.956164,5685500
2017-08-04,15.650000,16.650000,15.500000,16.250000,12.866734,6601500
2017-08-07,16.200001,16.450001,16.049999,16.100000,12.747966,3080400
2017-08-08,16.100000,16.450001,16.100000,16.150000,12.787553,2354700
2017-08-09,16.000000,16.100000,15.450000,15.500000,12.272884,2464200
2017-08-10,15.450000,15.500000,14.400000,14.450000,11.441495,3385100
2017-08-11,14.400000,14.550000,13.650000,14.050000,11.124778,3632700
2017-08-14,14.300000,14.450000,13.500000,13.600000,10.768466,3170300
2017-08-15,13.700000,13.850000,12.900000,13.250000,10.491338,3685900
2017-08-16,13.350000,13.750000,13.150000,13.300000,10.530928,2570400
2017-08-17,13.300000,13.900000,13.150000,13.150000,10.412158,3273400
2017-08-18,13.100000,13.200000,12.050000,13.000000,10.293387,7120400
2017-08-21,13.000000,13.150000,12.430000,13.050000,10.332977,4052100
2017-08-22,13.150000,13.450000,12.530000,12.850000,10.174617,2990500
2017-08-23,12.750000,12.800000,12.400000,12.550000,9.937078,2670300
2017-08-24,12.550000,13.380000,12.500000,12.800000,10.135028,2144800
2017-08-25,12.950000,13.250000,12.750000,12.900000,10.214208,1975900
2017-08-28,13.050000,13.250000,12.750000,13.050000,10.332977,3423200
2017-08-29,12.850000,12.950000,12.450000,12.850000,10.174617,3025800
2017-08-30,12.800000,13.500000,12.650000,13.450000,10.649698,3282100
2017-08-31,13.450000,13.700000,13.250000,13.400000,10.610107,2360500
2017-09-01,13.200000,14.350000,13.200000,14.150000,11.203956,3232100
2017-09-05,14.200000,14.580000,14.050000,14.500000,11.481086,5523700
2017-09-06,14.500000,14.600000,14.150000,14.400000,11.401906,2983800
2017-09-07,14.400000,14.600000,13.730000,13.800000,10.926826,7727700
2017-09-08,13.500000,13.850000,13.050000,13.350000,10.725966,2155200
2017-09-11,13.550000,14.400000,13.500000,14.100000,11.328547,2330000
2017-09-12,14.000000,14.530000,14.000000,14.200000,11.408893,2416900
2017-09-13,14.250000,15.350000,14.150000,15.200000,12.212336,3644300
2017-09-14,15.200000,16.350000,15.200000,16.049999,12.895262,7200000
2017-09-15,16.100000,17.129999,16.100000,16.950001,13.618362,6673200
2017-09-18,17.200001,17.650000,16.200001,16.650000,13.377326,4188400
2017-09-19,16.700001,16.700001,15.500000,15.650000,12.573885,3901700
2017-09-20,15.750000,16.250000,15.200000,15.350000,12.332853,2925100
2017-09-21,15.450000,15.850000,15.100000,15.800000,12.694402,2596600
2017-09-22,15.800000,16.000000,15.400000,15.900000,12.774746,1654200
2017-09-25,15.750000,16.150000,15.050000,15.150000,12.172162,4648900
2017-09-26,15.200000,15.750000,15.100000,15.400000,12.373024,1821200
2017-09-27,15.500000,15.730000,15.030000,15.500000,12.453368,2161400
2017-09-28,15.350000,15.350000,14.750000,15.000000,12.051647,3100000
2017-09-29,14.850000,15.000000,14.250000,14.700000,11.810615,3384900
2017-10-02,15.000000,15.150000,14.450000,14.700000,11.810615,1971300
2017-10-03,14.750000,15.950000,14.750000,15.900000,12.774746,3292700
2017-10-04,15.900000,16.049999,15.500000,15.800000,12.694402,1395900
2017-10-05,16.100000,16.500000,15.680000,16.049999,12.895262,1880700
2017-10-06,15.950000,16.110001,15.100000,15.200000,12.212336,2856400
2017-10-09,15.200000,15.200000,13.830000,14.000000,11.248203,6326400
2017-10-10,14.150000,14.300000,13.650000,13.850000,11.127688,3450100
2017-10-11,13.850000,14.150000,13.550000,13.750000,11.047342,2672100
2017-10-12,13.900000,13.950000,13.350000,13.850000,11.127688,2278200
2017-10-13,13.750000,14.050000,13.750000,13.750000,11.047342,1126200
2017-10-16,13.700000,14.100000,13.650000,13.750000,11.047342,1284200
2017-10-17,13.850000,14.000000,13.600000,13.750000,11.047342,1322700
2017-10-18,13.700000,14.050000,13.550000,13.600000,10.926826,2508700
2017-10-19,13.550000,14.300000,13.500000,14.250000,11.449063,2266100
2017-10-20,14.350000,14.550000,13.950000,14.000000,11.248203,2068900
2017-10-23,14.000000,14.350000,13.950000,14.150000,11.368720,1155000
2017-10-24,14.150000,14.400000,14.000000,14.300000,11.489237,1258500
2017-10-25,14.650000,14.750000,14.000000,14.050000,11.288377,1687800
2017-10-26,14.100000,14.950000,14.100000,14.700000,11.810615,2540500
2017-10-27,14.650000,14.950000,14.300000,14.750000,11.850786,1594800
2017-10-30,14.700000,14.850000,13.750000,13.900000,11.167860,3914800
2017-10-31,13.800000,14.300000,13.800000,13.900000,11.167860,2305400
2017-11-01,14.100000,14.100000,13.100000,13.450000,10.806312,3739000
2017-11-02,13.300000,13.350000,12.700000,12.850000,10.324244,3653500
2017-11-03,12.950000,13.050000,11.800000,11.900000,9.560972,5829500
2017-11-06,12.050000,12.350000,11.450000,12.200000,9.802007,6636600
2017-11-07,11.850000,12.900000,11.250000,12.300000,9.882351,8396300
2017-11-08,12.050000,12.250000,11.650000,11.800000,9.480629,4517000
2017-11-09,11.750000,12.000000,11.350000,11.400000,9.159250,4525500
2017-11-10,11.450000,11.600000,10.900000,11.000000,8.837873,4079500
2017-11-13,11.150000,11.700000,10.800000,11.650000,9.360112,4071000
2017-11-14,11.800000,12.250000,11.500000,12.200000,9.802007,3242900
2017-11-15,12.250000,12.700000,11.900000,12.550000,10.083210,3617900
2017-11-16,12.600000,12.950000,12.300000,12.450000,10.002868,2675000
2017-11-17,12.500000,13.150000,12.400000,12.950000,10.404589,2876100
2017-11-20,12.800000,12.900000,12.300000,12.750000,10.243901,2042800
2017-11-21,12.850000,12.950000,12.500000,12.700000,10.203728,1624500
2017-11-22,12.600000,13.330000,12.500000,13.200000,10.605449,2501200
2017-11-24,13.100000,14.050000,13.100000,13.850000,11.127688,1739500
2017-11-27,14.000000,15.000000,13.930000,14.900000,11.971302,4000000
2017-11-28,14.950000,16.400000,14.400000,16.150000,12.975606,7535200
2017-11-29,16.299999,16.400000,15.000000,15.400000,12.373024,4241000
2017-11-30,15.650000,15.650000,14.050000,14.250000,11.449063,5277700
2017-12-01,14.050000,14.300000,13.640000,14.000000,11.408320,2264400
2017-12-04,14.150000,14.650000,14.050000,14.300000,11.652784,2218500
2017-12-05,14.650000,14.900000,14.300000,14.450000,11.775017,3167700
2017-12-06,14.900000,15.000000,14.150000,14.250000,11.612040,3827900
2017-12-07,14.150000,14.500000,14.050000,14.350000,11.693530,1931200
2017-12-08,14.400000,14.700000,14.200000,14.650000,11.937993,1900000
2017-12-11,14.600000,15.450000,14.600000,15.250000,12.426921,3132000
2017-12-12,15.650000,16.000000,15.150000,15.250000,12.426921,3308800
2017-12-13,15.350000,15.350000,14.630000,15.150000,12.345432,2695800
2017-12-14,15.200000,15.800000,15.200000,15.800000,12.875106,2384100
2017-12-15,15.750000,15.900000,14.900000,15.100000,12.304690,4412600
2017-12-18,15.100000,15.400000,14.350000,15.250000,12.426921,3668800
2017-12-19,15.250000,15.350000,15.000000,15.250000,12.426921,1497600
2017-12-20,15.300000,15.300000,14.800000,14.850000,12.100970,2260900
2017-12-21,15.100000,15.600000,15.050000,15.400000,12.549152,2867300
2017-12-22,15.400000,15.500000,14.700000,14.900000,12.141713,2645000
2017-12-26,14.800000,14.950000,14.130000,14.400000,11.734272,3501200
2017-12-27,14.350000,14.400000,14.000000,14.100000,11.489809,2019800
2017-12-28,14.050000,14.900000,14.000000,14.850000,12.100970,2506100
2017-12-29,14.850000,15.430000,14.750000,15.100000,12.304690,2653400
